label,ratio_len_width,ratio_jaw_cheek,ratio_forehead_jaw,avg_jaw_angle,ratio_chin_jaw,circularity,solidity,extent
Heart,1.1814755795854361,0.8793122121919486,0.8479806431127659,142.93455740384803,0.8879799581594703,0.9573618968613109,0.9999412378252119,0.7884512915556585
Heart,1.199465855377097,0.8548348452713374,0.9042109691292425,147.0950537158244,0.8892386836056454,0.9448788611377414,1.0,0.7942911507504407
Heart,1.2020014467280709,0.8333282966066903,0.9701355260587518,150.96216236548003,0.8869770176046133,0.9253430853254209,0.9999541683853522,0.7747869318181818
Heart,1.1444115866658635,0.8673754186193267,0.898853086931795,146.50737300631437,0.888035047882804,0.941308607897579,0.9999179460997046,0.7861161882234885
Heart,1.205499762837017,0.881420446403486,0.8408814474373519,144.23182884809432,0.8879348382507133,0.9535068799339061,0.9995456481612949,0.7939146517502707
Heart,1.1632964919863824,0.8702516029965975,0.8674386210276785,147.29419832283145,0.8997698025807337,0.9480883324197329,1.0,0.7971654275092936
Heart,1.1837993820353188,0.8480945860124216,0.8775583472100154,147.16407486955754,0.8830856825127082,0.9501137963666481,1.0,0.7934461748753072
Heart,1.2959431310500176,0.8480293074507883,0.9148677054375579,148.05193774313148,0.8951070666416847,0.9322794466475587,0.9999769447134228,0.8005648049023589
Heart,1.140422045107489,0.878751727447662,0.8512606078044972,141.36272160819334,0.8983038915845869,0.9623560110873721,1.0,0.8168811314738047
Heart,1.1719696683968532,0.8633603739221453,0.8706911483193029,145.39396143513346,0.8901264694282026,0.9505246371531549,0.9999432502986115,0.7974917346644079
Heart,1.160046192915041,0.8602914758769185,0.8957195265693739,144.44345121546905,0.8994733825418982,0.9531290528896715,1.0,0.8084007866194158
Heart,1.1489263374096979,0.8927546026692155,0.8135015498945086,143.4997387079605,0.8978122218871559,0.9525210471913228,0.9998229252744658,0.8020359848484848
Heart,1.2557738531189204,0.8573872727780045,0.8867249773822421,146.79383842281868,0.8931772440508093,0.9404532806413333,0.9999938500897887,0.8030253644660424
Heart,1.2087271262847865,0.8605198058948688,0.883218827234295,144.3147032528586,0.8870582040813076,0.9516712323434954,0.9999074523958261,0.7950732209875635
Heart,1.179799961127173,0.8656967432964447,0.9005088454031851,145.82664513881872,0.8928873819029043,0.946577434652203,0.9996909022220696,0.7850053937432578
Heart,1.205657848981362,0.8612529875250443,0.889097347213382,144.3740844324621,0.8939332111921988,0.9505109818439251,1.0,0.7958577790344242
Heart,1.1852763845262537,0.8747232141576787,0.8560141224987678,141.9063322492237,0.8938896438093377,0.9605816968285567,1.0,0.8068768221574344
Heart,1.197083130602896,0.8565622361072975,0.8764289788696336,144.78547400291188,0.8930507657816505,0.9504471069488989,0.9999160439929476,0.7918882978723404
Heart,1.1976800058672243,0.8836207115542073,0.8251353899029835,142.03845824760216,0.8959539024842527,0.9567957555917607,1.0,0.8149708650829225
Heart,1.1977107665475966,0.842883876759705,0.9397755110473597,146.75313522222712,0.8927439059873875,0.9412446873273321,1.0,0.7961295067544036
Heart,1.161778342083129,0.850040536519563,0.9020371923097795,148.6478387812776,0.8890763687765362,0.9376917788355427,1.0,0.7870202550748654
Heart,1.2229527353583773,0.8584666219933624,0.8797769821213919,145.6159186946723,0.8821751243165474,0.9488333294025038,1.0,0.796311004784689
Heart,1.2192716545420403,0.866394340855067,0.858685260979947,146.11949785696035,0.8909856383216452,0.9518452601712128,1.0,0.8021988030184751
Heart,1.2053529556518003,0.8654528941067138,0.9002085904878643,144.08230660322164,0.8978963926771738,0.9460276085718938,1.0,0.8074147501982554
Heart,1.1930489755094227,0.8505356173551297,0.914442410457529,146.15293240123373,0.8903016612652729,0.9402973645295666,0.9998046264457643,0.7764223941738735
Heart,1.1418992469931617,0.8654088462439584,0.8559966613946188,144.0287832744446,0.8851051455216665,0.9600025476594392,0.9991929741277,0.7849630789885881
Heart,1.1426721561865305,0.8803900545438893,0.82518097301071,142.1275104561376,0.8990063596729099,0.9630241684324674,1.0,0.8097548154301438
Heart,1.172073100009003,0.886657199998303,0.8253212527270645,142.42395869864248,0.8898414730171194,0.9591903648964776,1.0,0.8079330303334673
Heart,1.1827594234673564,0.8717767376098445,0.8556639741084823,143.99045159552796,0.8917106025212764,0.9524029381783632,1.0,0.7841191066997518
Heart,1.1884305138037123,0.8722299496125745,0.86150177962057,144.94365497811492,0.8954001093997859,0.9513286467391814,0.999957053436262,0.8012646793134598
Oblong,1.2819204765927277,0.871254186408924,0.8260487592079857,145.18969020127298,0.8967521142002233,0.9373960465668045,0.9996218566836831,0.7673439767779391
Oblong,0.8367315787748871,0.9109211204790892,0.7950954197836358,136.28287921685722,0.897569397234082,0.9539246735474465,0.9997842055744016,0.8192994369464958
Oblong,1.2475722387419068,0.8760560291968331,0.8307721474312099,140.42457172028261,0.8995746141993358,0.9567807401714294,1.0,0.823748327782996
Oblong,1.3189125886657873,0.8939333885515006,0.8170610908633321,143.94458251643545,0.899849918099563,0.9403250299308504,0.99999239248682,0.8212625581046634
Oblong,1.3061550938968038,0.8983522409201748,0.7821980186879472,143.9242908799285,0.8954490534467554,0.9501584646816094,0.9999872108043125,0.811234229747676
Oblong,1.308419891291115,0.8683875037335245,0.8108973045827113,145.96173769175252,0.8875181161354031,0.9433200079316606,0.9999707433814214,0.7963193357190785
Oblong,1.287575258624042,0.8873417113059561,0.7948318426723037,145.21828590415754,0.8890046662150297,0.9508161805171473,1.0,0.7750988037452587
Oblong,1.245920921037335,0.9013596349164891,0.8252920665034237,141.02752173537795,0.901655890696,0.9503493312285892,1.0,0.8241930367198033
Oblong,1.3239747172366045,0.8867676304644304,0.7989978288960752,146.808193622404,0.8908341801417256,0.9346525500996641,0.9969052224371373,0.7669642857142858
Oblong,1.2757497281650088,0.8862196128273682,0.801479261184547,142.34670318511735,0.896453379954937,0.9526446016380528,0.9995444421947762,0.8130352437417655
Oblong,1.2821802536130085,0.8731563602338542,0.8230394133058844,143.59905141260842,0.8921587452643531,0.9509227776802672,1.0,0.7910147465141683
Oblong,1.1834215981725933,0.9052764848439927,0.7795514093768589,139.71163621182166,0.8972421787145871,0.9664746300937858,0.999684778754088,0.8110933503836317
Oblong,1.3095620230098128,0.8716337008089415,0.8381453193849742,145.8219652038411,0.8955483842251056,0.9414106811399231,1.0,0.8055679452869462
Oblong,1.2214560899850062,0.8735513246650844,0.8538375020403401,146.54299360203544,0.8999019724177271,0.9414744062147582,0.9999869131359398,0.8078948203127478
Oblong,1.2389419700763722,0.8602493804839936,0.8624121979425423,143.8586378469667,0.8939603536705959,0.9525045029741773,1.0,0.8158200768917008
Oblong,1.1863767508356495,0.8951852965610262,0.7749519376742046,140.58681414747682,0.8965653384334854,0.9650093192019754,1.0,0.8185955598455599
Oblong,1.2750309415511338,0.8798865490523077,0.8450517022213637,146.40633826523305,0.901197410521721,0.9375601530907214,0.999899779102158,0.8092422222222222
Oblong,1.2692352281214319,0.864044670517672,0.8217269496523676,144.29234754189167,0.8925922344042951,0.9504371449652259,0.9977680232125586,0.7939261188728393
Oblong,1.2847854569591424,0.8744819294231815,0.8361750646872337,146.41095040680784,0.8970340893235388,0.9428611094990293,1.0,0.8111167697962025
Oblong,1.2696639095800253,0.8783915969992645,0.8349752168778924,146.87180648435867,0.9018937086641972,0.9395665669556067,1.0,0.8044039820272437
Oblong,1.2690779977934206,0.8895337996499909,0.7986430595824479,144.78479690563805,0.8975533611057998,0.9480240829062695,1.0,0.8042262112234227
Oblong,1.2547771360163142,0.8461697461724413,0.9042220197188527,148.70824981624236,0.8916263883352061,0.9341630971579207,1.0,0.7835197254727695
Oblong,1.2356269968642142,0.9005742957185567,0.7828275881592146,141.7076164075448,0.9024356876860548,0.9596324995509179,1.0,0.7816518069534808
Oblong,1.3083361097072024,0.8487628820240419,0.8829195984952305,146.6786151950041,0.8917311849460865,0.9368703418367508,0.9995140822696096,0.7985099139990445
Oblong,1.2575919168501715,0.8641805177240813,0.8419388052898438,144.8267528514514,0.8955603595059503,0.9451850958584133,0.9987623762376238,0.7999603489294211
Oblong,1.3109467264445964,0.910478468871618,0.816976035132812,142.5791809592721,0.9015517526549115,0.940442299918434,0.9996284702679173,0.8284854863319668
Oblong,1.2397465875007998,0.8493395457716018,0.9136209332102077,147.8632290695779,0.8930745494371938,0.9364512670690808,1.0,0.7945326278659612
Oblong,1.2751816892609402,0.8747507115397329,0.8085648150175431,143.8113122561529,0.8916808954891423,0.9568327663770803,1.0,0.8102680424598233
Oblong,1.2472004791553337,0.8327789442192556,0.9671636593599132,151.53413605696693,0.8847995207628787,0.9176347402897371,0.9998298844429323,0.7713067116610424
Oblong,1.3148402984253489,0.8479543679627755,0.8813869296042947,147.04805645767783,0.8934730069597452,0.933325680490554,0.9999455011172271,0.7915444348576359
Oval,1.2144482763681668,0.8786538420582696,0.8382984019356919,141.12858441197454,0.8985730403245799,0.9595333077419619,1.0,0.821074580657086
Oval,1.1934459555377512,0.8587568920884758,0.8669600237346067,142.54515929366568,0.8945631880414279,0.9582710146907026,1.0,0.8111970852270594
Oval,1.1781109468227207,0.8732599026027047,0.8274911597621761,141.67711096086435,0.8933160415059037,0.9658461954116732,1.0,0.8178794178794179
Oval,0.9532697916381114,0.8673834793101389,0.8914576326879281,139.3756270466539,0.8983511711983051,0.9568009141819447,1.0,0.8080742813332384
Oval,1.2475728811933602,0.8515194869937146,0.8674086445371475,144.6014922293602,0.8862765215151408,0.9524381452457403,1.0,0.8074902241559729
Oval,0.94080578405856,0.8568227327945639,0.8756817424267789,140.61945591006668,0.8870394862057033,0.9584796344845421,1.0,0.8074631986027944
Oval,1.2315386296143112,0.8606184065218865,0.8989484553747328,147.73579059803637,0.899932949073499,0.9368709673103653,1.0,0.8059476674126356
Oval,1.2279536465383216,0.8624009828083723,0.8647794249316876,141.91081183107707,0.8892550151357215,0.9574141203831282,1.0,0.8183345669874167
Oval,1.1641560860029943,0.8356507351523236,0.960231092092104,147.38904548134147,0.8923520647738125,0.9410099756769958,1.0,0.7894071428571429
Oval,1.2062288737019249,0.8769479751019892,0.8292789514463993,139.8987942997461,0.8944411602618587,0.9622680205102584,1.0,0.8171188105398631
Oval,1.1918483784548084,0.8652733276072986,0.8574930066617829,141.52420232549196,0.8895177329116805,0.9632822497288945,1.0,0.8105359477124183
Oval,1.2142478351710613,0.844274301517762,0.8895306408557594,145.30697293178358,0.8886765637544219,0.9520941893635406,0.999926145665366,0.7773684210526316
Oval,1.2088744027536589,0.8638889815261012,0.8576079719752036,143.53858346670899,0.8941327615134032,0.9474556771263867,0.9997505652513257,0.7942545194200823
Oval,1.1168072297765201,0.9014445362786453,0.8012429839456173,135.37953843746038,0.9076614800717804,0.9728885732358725,1.0,0.8238746090031279
Oval,1.2133138415132,0.844014512698171,0.9132841568743042,146.59682745601907,0.8898597880517009,0.941582641298917,1.0,0.7971745188867548
Oval,1.2200458786494455,0.8753174289349839,0.8548048030087453,144.07080077133122,0.8914694715077074,0.953581980767994,0.9999724000883197,0.8045969353764157
Oval,1.233063466284774,0.8648111006508491,0.841019400972735,144.43773729676104,0.8892406184276703,0.9534391183580668,0.9997739431843871,0.792415080253826
Oval,1.2061678288655795,0.862531972232915,0.8592130024380361,143.33204645455868,0.8926422649703857,0.9535813435877921,1.0,0.8039811669348591
Oval,1.233809288849624,0.8762155580214859,0.8202816416695327,143.40639420588343,0.8985165822491857,0.9551593119517,1.0,0.7973110305427379
Oval,1.2595033188647111,0.8694142528302086,0.854746442733834,142.96002988945216,0.8896619364032811,0.9495433506036315,0.998930981492617,0.7883053885901086
Oval,1.2238341728496562,0.8600846698973638,0.8691579132533738,144.40578111003953,0.8941113535706221,0.950633853719885,0.9999703343320775,0.8004369300911854
Oval,1.1951770204640086,0.8888679926150107,0.8056121944755508,139.02104094245414,0.8956897334073014,0.9656647036594093,1.0,0.8191701781927346
Oval,1.2127682207409696,0.8610063614437153,0.8688239669192154,144.519390590513,0.8965124853209749,0.9508048472361639,1.0,0.8064896187739694
Oval,1.175441044368855,0.8600067790950632,0.8441937530274395,141.3560972065448,0.8924363745467307,0.9661224088543132,1.0,0.801431051134139
Oval,1.2003082844040496,0.8803690197563067,0.8130407391793822,140.84027397490365,0.901012118951251,0.9660725637925102,1.0,0.8057336167608209
Oval,1.1636000259759487,0.88282799575836,0.8292929975525978,140.57801157112394,0.8964945332357844,0.9628380326009078,1.0,0.808186630947825
Oval,1.2499347770484583,0.8667627408190701,0.8676922069008276,143.45743978394438,0.8946814472875699,0.9477274235965947,0.9992685714285714,0.7931422351233672
Oval,1.1618846598683479,0.8918758411871761,0.8278857516321302,135.93454796679555,0.9059338954936341,0.965433556042375,0.9997843646393948,0.8135564718956542
Oval,1.1989571826363288,0.8504076202431016,0.8435146521322258,144.98264536939337,0.8845257193873207,0.961294198721749,0.9999575100913533,0.7965206796182225
Oval,1.150183668584088,0.8661642105035485,0.844925233539322,141.80272517004073,0.8978435128772965,0.9661221487478636,1.0,0.811536892675852
Round,1.0678366356755076,0.8769604007885675,0.8366509918791618,136.7882792964263,0.8948305704073831,0.9742529533605403,1.0,0.823442032913025
Round,1.0709082847835143,0.8681347710793592,0.8336069047144302,137.41356587194437,0.8900696045028492,0.9780403148321112,1.0,0.8180152648543453
